0,3,1.5708,0,0,5.19615,-2
0.001,3,1.57099,-9.14495e-13,1.50456e-20,5.19615,-2
0.023607,3,1.57534,-1.20311e-08,-1.21241e-18,5.19615,-2
0.0466423,3,1.57977,-9.27968e-08,-8.42754e-19,5.19613,-2
0.0941567,3,1.58892,-7.63456e-07,-5.04882e-18,5.19606,-2
0.153643,3,1.60036,-3.3178e-06,-4.88351e-18,5.1959,-2
0.238629,3,1.61672,-1.24354e-05,-4.35069e-17,5.19554,-2
0.342055,3,1.63662,-3.66531e-05,-2.03588e-16,5.1949,-2
0.468451,3,1.66093,-9.42711e-05,-1.06431e-15,5.19379,-2
0.613407,3,1.6888,-0.000212078,-3.92983e-15,5.19208,-2
0.77663,3,1.72016,-0.00043166,-1.20584e-14,5.18956,-2
0.954639,3,1.75432,-0.000804866,-3.04493e-14,5.18609,-2
1.14529,3,1.79087,-0.00139696,-6.67891e-14,5.18146,-2
1.34557,3,1.82921,-0.00228005,-1.29722e-13,5.1755,-2
1.55301,3,1.86883,-0.00353292,-2.28695e-13,5.16805,-2
1.7651,3,1.90925,-0.00523498,-3.71613e-13,5.15894,-2
1.97971,3,1.95002,-0.00746496,-5.64712e-13,5.14799,-2
2.19497,3,1.99079,-0.0102972,-8.11156e-13,5.13504,-2
2.40931,3,2.03122,-0.0138009,-1.11152e-12,5.11991,-2
2.62146,3,2.07107,-0.018039,-1.46359e-12,5.10243,-2
2.83043,3,2.11013,-0.0230683,-1.86339e-12,5.08241,-2
3.03546,3,2.14824,-0.02894,-2.30535e-12,5.05965,-2
3.23599,3,2.18529,-0.0357007,-2.78309e-12,5.03396,-2
3.43167,3,2.22121,-0.0433933,-3.28994e-12,5.0051,-2
3.62226,3,2.25594,-0.0520582,-3.81916e-12,4.97284,-2
3.80766,3,2.28944,-0.0617347,-4.36419e-12,4.93692,-2
3.98785,3,2.32172,-0.0724615,-4.91856e-12,4.89705,-2
4.16286,3,2.35277,-0.0842775,-5.47583e-12,4.85293,-2
